Match-Name,Name,score
"Tiffin, OH","Tiffin, OH",100
"Elizabeth, NC","Elizabeth, NC",100
"Macomb, IL","Macomb, IL",100
"Godfrey, IL","Godfrey, IL",100
"Tinton Falls, NJ","Tinton Falls, NJ",100
"Amesbury, MA","Amesbury, MA",100
"Tallmadge, OH","Tallmadge, OH",100
"South Houston, TX","South Houston, TX",100
"Alton, TX","Alton, TX",100
"Marion, IL","Marion, IL",100
"Ada, OK","Ada, OK",100
"New Castle, IN","New Castle, IN",100
"Vero Beach, FL","Vero Beach, FL",100
"Huntington, IN","Huntington, IN",100
"Pendleton, OR","Pendleton, OR",100
"La Marque, TX","La Marque, TX",100
"Danville, KY","Danville, KY",100
"Clayton, MO","Clayton, MO",100
"Oconomowoc, WI","Oconomowoc, WI",100
"Goodlettsville, TN","Goodlettsville, TN",100
"Seagoville, TX","Seagoville, TX",100
"Wayne, MI","Wayne, MI",100
"Southbridge, MA","Southbridge, MA",100
"Phoenixville, PA","Phoenixville, PA",100
"Springfield, TN","Springfield, TN",100
"Calhoun, GA","Calhoun, GA",100
"Siloam Springs, AR","Siloam Springs, AR",100
"Winder, GA","Winder, GA",100
"Pampa, TX","Pampa, TX",100
"Poplar Bluff, MO","Poplar Bluff, MO",100
"Massapequa Park, NY","Massapequa Park, NY",100
"Clive, IA","Clive, IA",100
"Clemson, SC","Clemson, SC",100
"Lebanon, OR","Lebanon, OR",100
"Boerne, TX","Boerne, TX",100
"South Ogden, UT","South Ogden, UT",100
"Lemont, IL","Lemont, IL",100
"La Vista, NE","La Vista, NE",100
"Taylor, TX","Taylor, TX",100
"Vincennes, IN","Vincennes, IN",100
"Palos Hills, IL","Palos Hills, IL",100
"Brenham, TX","Brenham, TX",100
"Albert Lea, MN","Albert Lea, MN",100
"Greenfield, CA","Greenfield, CA",100
"Hinsdale, IL","Hinsdale, IL",100
"Hurricane, UT","Hurricane, UT",100
"Ashtabula, OH","Ashtabula, OH",100
"Sycamore, IL","Sycamore, IL",100
"Arroyo Grande, CA","Arroyo Grande, CA",100
"Maumelle, AR","Maumelle, AR",100
"North Aurora, IL","North Aurora, IL",100
"Terrell, TX","Terrell, TX",100
"Ottawa, IL","Ottawa, IL",100
"Eastlake, OH","Eastlake, OH",100
"Palestine, TX","Palestine, TX",100
"Manchester, MO","Manchester, MO",100
"Durant, OK","Durant, OK",100
"Newburyport, MA","Newburyport, MA",100
"Cudahy, WI","Cudahy, WI",100
"Trenton, MI","Trenton, MI",100
"Dover, NJ","Dover, NJ",100
"Bensenville, IL","Bensenville, IL",100
"Hyattsville, MD","Hyattsville, MD",100
"Arcata, CA","Arcata, CA",100
"Round Lake, IL","Round Lake, IL",100
"Marshfield, WI","Marshfield, WI",100
"Stafford, TX","Stafford, TX",100
"Niles, OH","Niles, OH",100
"Rancho Mirage, CA","Rancho Mirage, CA",100
"Avon, IN","Avon, IN",100
"Fairmont, WV","Fairmont, WV",100
"Sartell, MN","Sartell, MN",100
"Rutherford, NJ","Rutherford, NJ",100
"Laurel, MS","Laurel, MS",100
"Safety Harbor, FL","Safety Harbor, FL",100
"Maitland, FL","Maitland, FL",100
"Hermiston, OR","Hermiston, OR",100
"Ocean Springs, MS","Ocean Springs, MS",100
"Zachary, LA","Zachary, LA",100
"Moraga, CA","Moraga, CA",100
"Imperial, CA","Imperial, CA",100
"Wisconsin Rapids, WI","Wisconsin Rapids, WI",100
"Dumont, NJ","Dumont, NJ",100
"Centerville, UT","Centerville, UT",100
"Mattoon, IL","Mattoon, IL",100
"Gretna, LA","Gretna, LA",100
"Lackawanna, NY","Lackawanna, NY",100
"Takoma Park, MD","Takoma Park, MD",100
"Menasha, WI","Menasha, WI",100
"Cary, IL","Cary, IL",100
"Franklin Park, IL","Franklin Park, IL",100
"Canby, OR","Canby, OR",100
"Lenoir, NC","Lenoir, NC",100
"West Columbia, SC","West Columbia, SC",100
"Fayetteville, GA","Fayetteville, GA",100
"Natchitoches, LA","Natchitoches, LA",100
"Santa Fe Springs, CA","Santa Fe Springs, CA",100
"Colonial Heights, VA","Colonial Heights, VA",100
"Harrison, NJ","Harrison, NJ",100
"Sheridan, WY","Sheridan, WY",100
"Scarsdale, NY","Scarsdale, NY",100
"Steubenville, OH","Steubenville, OH",100
"Amsterdam, NY","Amsterdam, NY",100
"White Settlement, TX","White Settlement, TX",100
"Mcalester, OK","Mcalester, OK",100
"Marco Island, FL","Marco Island, FL",100
"Riverdale, GA","Riverdale, GA",100
"Sunnyside, WA","Sunnyside, WA",100
"Highland, IN","Highland, IN",100
"Tahlequah, OK","Tahlequah, OK",100
"Hope Mills, NC","Hope Mills, NC",100
"Greenwood, CO","Greenwood, CO",100
"Dublin, GA","Dublin, GA",100
"Fillmore, CA","Fillmore, CA",100
"Frankfort, IN","Frankfort, IN",100
"Los Lunas, NM","Los Lunas, NM",100
"Fairburn, GA","Fairburn, GA",100
"Stallings, NC","Stallings, NC",100
"Ripon, CA","Ripon, CA",100
"Live Oak, TX","Live Oak, TX",100
"Floral Park, NY","Floral Park, NY",100
"Hibbing, MN","Hibbing, MN",100
"Addison, TX","Addison, TX",100
"Grandville, MI","Grandville, MI",100
"Canyon, TX","Canyon, TX",100
"Boulder, NV","Boulder, NV",100
"Dyer, IN","Dyer, IN",100
"Easthampton, MA","Easthampton, MA",100
"Prospect Heights, IL","Prospect Heights, IL",100
"Conyers, GA","Conyers, GA",100
"South River, NJ","South River, NJ",100
"Fremont, OH","Fremont, OH",100
"Humble, TX","Humble, TX",100
"Laguna Woods, CA","Laguna Woods, CA",100
"Washougal, WA","Washougal, WA",100
"Aberdeen, MD","Aberdeen, MD",100
"Griffith, IN","Griffith, IN",100
"Indianola, IA","Indianola, IA",100
"Harrisburg, NC","Harrisburg, NC",100
"Berea, KY","Berea, KY",100
"Rye, NY","Rye, NY",100
"North Arlington, NJ","North Arlington, NJ",100
"Centerton, AR","Centerton, AR",100
"Grosse Pointe Woods, MI","Grosse Pointe Woods, MI",100
"Berkley, MI","Berkley, MI",100
"La Grange, IL","La Grange, IL",100
"Whiting, IN","Whiting, IN",100
"Clarksburg, WV","Clarksburg, WV",100
"Asbury Park, NJ","Asbury Park, NJ",100
"Hermitage, PA","Hermitage, PA",100
"Middleburg Heights, OH","Middleburg Heights, OH",100
"Villa Rica, GA","Villa Rica, GA",100
"Pacific Grove, CA","Pacific Grove, CA",100
"Zephyrhills, FL","Zephyrhills, FL",100
"Jasper, IN","Jasper, IN",100
"La Palma, CA","La Palma, CA",100
"Niceville, FL","Niceville, FL",100
"Bellevue, WI","Bellevue, WI",100
"Dickson, TN","Dickson, TN",100
"Mebane, NC","Mebane, NC",100
"Lady Lake, FL","Lady Lake, FL",100
"Overland, MO","Overland, MO",100
"Elkton, MD","Elkton, MD",100
"Crowley, TX","Crowley, TX",100
"Traverse, MI","Traverse, MI",100
"Groves, TX","Groves, TX",100
"Hanover, PA","Hanover, PA",100
"The Dalles, OR","The Dalles, OR",100
"Lakeway, TX","Lakeway, TX",100
"Payson, AZ","Payson, AZ",100
"New Haven, IN","New Haven, IN",100
"Crawfordsville, IN","Crawfordsville, IN",100
"Lebanon, IN","Lebanon, IN",100
"Mount Holly, NC","Mount Holly, NC",100
"Truckee, CA","Truckee, CA",100
"Laconia, NH","Laconia, NH",100
"New Port Richey, FL","New Port Richey, FL",100
"Easton, MD","Easton, MD",100
"Streetsboro, OH","Streetsboro, OH",100
"Republic, MO","Republic, MO",100
"Country Club Hills, IL","Country Club Hills, IL",100
"Madison, NJ","Madison, NJ",100
"Sevierville, TN","Sevierville, TN",100
"Coalinga, CA","Coalinga, CA",100
"Highland, TX","Highland, TX",100
"Menomonie, WI","Menomonie, WI",100
"Vienna, VA","Vienna, VA",100
"New Milford, NJ","New Milford, NJ",100
"North Myrtle Beach, SC","North Myrtle Beach, SC",100
"Bristol, VA","Bristol, VA",100
"Lake Wales, FL","Lake Wales, FL",100
"Gainesville, TX","Gainesville, TX",100
"Waterville, ME","Waterville, ME",100
"Ham Lake, MN","Ham Lake, MN",100
"Aberdeen, WA","Aberdeen, WA",100
"Cohoes, NY","Cohoes, NY",100
"Defiance, OH","Defiance, OH",100
"Mount Vernon, OH","Mount Vernon, OH",100
"Dallas, OR","Dallas, OR",100
"Washington, IL","Washington, IL",100
"Lansdale, PA","Lansdale, PA",100
"Tifton, GA","Tifton, GA",100
"El Segundo, CA","El Segundo, CA",100
"Somerton, AZ","Somerton, AZ",100
"Ammon, ID","Ammon, ID",100
"Ukiah, CA","Ukiah, CA",100
"Auburndale, FL","Auburndale, FL",100
"Uvalde, TX","Uvalde, TX",100
"Waxhaw, NC","Waxhaw, NC",100
"Beckley, WV","Beckley, WV",100
"Bridgeview, IL","Bridgeview, IL",100
"Morton, IL","Morton, IL",100
"Center Point, AL","Center Point, AL",100
"Aurora, OH","Aurora, OH",100
"Shelbyville, KY","Shelbyville, KY",100
"Kaukauna, WI","Kaukauna, WI",100
"Mount Clemens, MI","Mount Clemens, MI",100
"Mount Pleasant, TX","Mount Pleasant, TX",100
"Westchester, IL","Westchester, IL",100
"Fairview Park, OH","Fairview Park, OH",100
"Stuart, FL","Stuart, FL",100
"Buda, TX","Buda, TX",100
"Buffalo, MN","Buffalo, MN",100
"Hernando, MS","Hernando, MS",100
"Pinehurst, NC","Pinehurst, NC",100
"Chickasha, OK","Chickasha, OK",100
"Beaver Dam, WI","Beaver Dam, WI",100
"Brunswick, GA","Brunswick, GA",100
"Fort Thomas, KY","Fort Thomas, KY",100
"Troutdale, OR","Troutdale, OR",100
"Dyersburg, TN","Dyersburg, TN",100
"Heber, UT","Heber, UT",100
"Red Wing, MN","Red Wing, MN",100
"Coos Bay, OR","Coos Bay, OR",100
"Fairview Heights, IL","Fairview Heights, IL",100
"Orange, TX","Orange, TX",100
"Brookfield, IL","Brookfield, IL",100
"Brook Park, OH","Brook Park, OH",100
"Gautier, MS","Gautier, MS",100
"South Milwaukee, WI","South Milwaukee, WI",100
"Sapulpa, OK","Sapulpa, OK",100
"Palisades Park, NJ","Palisades Park, NJ",100
"Lumberton, NC","Lumberton, NC",100
"North Salt Lake, UT","North Salt Lake, UT",100
"Hays, KS","Hays, KS",100
"Dickinson, TX","Dickinson, TX",100
"East Moline, IL","East Moline, IL",100
"Grayslake, IL","Grayslake, IL",100
"Pleasant Prairie, WI","Pleasant Prairie, WI",100
"Battle Ground, WA","Battle Ground, WA",100
"Ellensburg, WA","Ellensburg, WA",100
"Mill Creek, WA","Mill Creek, WA",100
"Ypsilanti, MI","Ypsilanti, MI",100
"Milwaukie, OR","Milwaukie, OR",100
"East Ridge, TN","East Ridge, TN",100
"Chambersburg, PA","Chambersburg, PA",100
"New Hope, MN","New Hope, MN",100
"Arnold, MO","Arnold, MO",100
"Eustis, FL","Eustis, FL",100
"Bonney Lake, WA","Bonney Lake, WA",100
"Debary, FL","Debary, FL",100
"Cartersville, GA","Cartersville, GA",100
"Louisville, CO","Louisville, CO",100
"Sanford, ME","Sanford, ME",100
"Piqua, OH","Piqua, OH",100
"Pickerington, OH","Pickerington, OH",100
"Covington, WA","Covington, WA",100
"Evans, CO","Evans, CO",100
"Hammond, LA","Hammond, LA",100
"Universal, TX","Universal, TX",100
"South El Monte, CA","South El Monte, CA",100
"Sidney, OH","Sidney, OH",100
"Mountain Brook, AL","Mountain Brook, AL",100
"Libertyville, IL","Libertyville, IL",100
"American Canyon, CA","American Canyon, CA",100
"Mokena, IL","Mokena, IL",100
"Ashland, KY","Ashland, KY",100
"Rolla, MO","Rolla, MO",100
"Ashland, OH","Ashland, OH",100
"Adrian, MI","Adrian, MI",100
"Lockport, NY","Lockport, NY",100
"Plainview, TX","Plainview, TX",100
"Agoura Hills, CA","Agoura Hills, CA",100
"Dixon, CA","Dixon, CA",100
"Columbia Heights, MN","Columbia Heights, MN",100
"Lomita, CA","Lomita, CA",100
"Kuna, ID","Kuna, ID",100
"Papillion, NE","Papillion, NE",100
"Clemmons, NC","Clemmons, NC",100
"Crest Hill, IL","Crest Hill, IL",100
"Suwanee, GA","Suwanee, GA",100
"Murphy, TX","Murphy, TX",100
"Northfield, MN","Northfield, MN",100
"Bryant, AR","Bryant, AR",100
"Marquette, MI","Marquette, MI",100
"Fernley, NV","Fernley, NV",100
"Gardner, MA","Gardner, MA",100
"Lebanon, OH","Lebanon, OH",100
"Ferguson, MO","Ferguson, MO",100
"Secaucus, NJ","Secaucus, NJ",100
"Easley, SC","Easley, SC",100
"Golden, CO","Golden, CO",100
"Ashland, OR","Ashland, OR",100
"Johnston, IA","Johnston, IA",100
"Shelbyville, TN","Shelbyville, TN",100
"Nixa, MO","Nixa, MO",100
"Gardner, KS","Gardner, KS",100
"Union, GA","Union, GA",100
"Bloomingdale, IL","Bloomingdale, IL",100
"Portsmouth, NH","Portsmouth, NH",100
"Roselle, NJ","Roselle, NJ",100
"Gallup, NM","Gallup, NM",100
"Darien, IL","Darien, IL",100
"Mustang, OK","Mustang, OK",100
"Summit, NJ","Summit, NJ",100
"South Lake Tahoe, CA","South Lake Tahoe, CA",100
"Naples, FL","Naples, FL",100
"Leland, NC","Leland, NC",100
"Corinth, TX","Corinth, TX",100
"Fairhope, AL","Fairhope, AL",100
"Junction, KS","Junction, KS",100
"Ruston, LA","Ruston, LA",100
"Vicksburg, MS","Vicksburg, MS",100
"Port Hueneme, CA","Port Hueneme, CA",100
"Belton, TX","Belton, TX",100
"Maple Heights, OH","Maple Heights, OH",100
"Fort Walton Beach, FL","Fort Walton Beach, FL",100
"Hudson, OH","Hudson, OH",100
"Sunny Isles Beach, FL","Sunny Isles Beach, FL",100
"Trussville, AL","Trussville, AL",100
"Clinton, UT","Clinton, UT",100
"Patterson, CA","Patterson, CA",100
"Geneva, IL","Geneva, IL",100
"New Castle, PA","New Castle, PA",100
"Carrboro, NC","Carrboro, NC",100
"Perrysburg, OH","Perrysburg, OH",100
"Birmingham, MI","Birmingham, MI",100
"Coronado, CA","Coronado, CA",100
"Mountlake Terrace, WA","Mountlake Terrace, WA",100
"South Euclid, OH","South Euclid, OH",100
"Lynn Haven, FL","Lynn Haven, FL",100
"South Holland, IL","South Holland, IL",100
"Biddeford, ME","Biddeford, ME",100
"Arvin, CA","Arvin, CA",100
"Duarte, CA","Duarte, CA",100
"North Plainfield, NJ","North Plainfield, NJ",100
"Klamath Falls, OR","Klamath Falls, OR",100
"Sweetwater, FL","Sweetwater, FL",100
"Mukilteo, WA","Mukilteo, WA",100
"La Porte, IN","La Porte, IN",100
"Raymore, MO","Raymore, MO",100
"Alliance, OH","Alliance, OH",100
"Coralville, IA","Coralville, IA",100
"Corcoran, CA","Corcoran, CA",100
"Pascagoula, MS","Pascagoula, MS",100
"Happy Valley, OR","Happy Valley, OR",100
"Villa Park, IL","Villa Park, IL",100
"Hamtramck, MI","Hamtramck, MI",100
"Sedalia, MO","Sedalia, MO",100
"Yucca Valley, CA","Yucca Valley, CA",100
"Lino Lakes, MN","Lino Lakes, MN",100
"Lexington, SC","Lexington, SC",100
"Del, OK","Del, OK",100
"Golden Valley, MN","Golden Valley, MN",100
"Tukwila, WA","Tukwila, WA",100
"Warrensburg, MO","Warrensburg, MO",100
"Havelock, NC","Havelock, NC",100
"Morristown, NJ","Morristown, NJ",100
"Homewood, IL","Homewood, IL",100
"Alice, TX","Alice, TX",100
"Lexington, NC","Lexington, NC",100
"Foley, AL","Foley, AL",100
"Erlanger, KY","Erlanger, KY",100
"Bellaire, TX","Bellaire, TX",100
"Westbrook, ME","Westbrook, ME",100
"Durango, CO","Durango, CO",100
"Whitehall, OH","Whitehall, OH",100
"Sylvania, OH","Sylvania, OH",100
"Twinsburg, OH","Twinsburg, OH",100
"Mesquite, NV","Mesquite, NV",100
"Troy, AL","Troy, AL",100
"Mamaroneck, NY","Mamaroneck, NY",100
"Seminole, FL","Seminole, FL",100
"Frankfort, IL","Frankfort, IL",100
"Highland, UT","Highland, UT",100
"Carlisle, PA","Carlisle, PA",100
"Broadview Heights, OH","Broadview Heights, OH",100
"Oroville, CA","Oroville, CA",100
"Katy, TX","Katy, TX",100
"Mineola, NY","Mineola, NY",100
"North Liberty, IA","North Liberty, IA",100
"Bethany, OK","Bethany, OK",100
"Pinole, CA","Pinole, CA",100
"Evergreen Park, IL","Evergreen Park, IL",100
"Shelbyville, IN","Shelbyville, IN",100
"Murray, KY","Murray, KY",100
"Alsip, IL","Alsip, IL",100
"Altoona, IA","Altoona, IA",100
"Tullahoma, TN","Tullahoma, TN",100
"Altus, OK","Altus, OK",100
"Winchester, KY","Winchester, KY",100
"Central Point, OR","Central Point, OR",100
"Hopkins, MN","Hopkins, MN",100
"Mayfield Heights, OH","Mayfield Heights, OH",100
"Milledgeville, GA","Milledgeville, GA",100
"Culpeper, VA","Culpeper, VA",100
"Cocoa, FL","Cocoa, FL",100
"Westminster, MD","Westminster, MD",100
"Berea, OH","Berea, OH",100
"Forest Park, OH","Forest Park, OH",100
"Augusta, ME","Augusta, ME",100
"Point Pleasant, NJ","Point Pleasant, NJ",100
"Winthrop, MA","Winthrop, MA",100
"Onalaska, WI","Onalaska, WI",100
"Farmington, MO","Farmington, MO",100
"Cortland, NY","Cortland, NY",100
"Brownwood, TX","Brownwood, TX",100
"Creve Coeur, MO","Creve Coeur, MO",100
"Ansonia, CT","Ansonia, CT",100
"Newton, KS","Newton, KS",100
"Jacksonville, IL","Jacksonville, IL",100
"Claremore, OK","Claremore, OK",100
"Chowchilla, CA","Chowchilla, CA",100
"Deerfield, IL","Deerfield, IL",100
"Hawthorne, NJ","Hawthorne, NJ",100
"Springboro, OH","Springboro, OH",100
"Madisonville, KY","Madisonville, KY",100
"Bellwood, IL","Bellwood, IL",100
"Monroe, WA","Monroe, WA",100
"Eloy, AZ","Eloy, AZ",100
"Sulphur, LA","Sulphur, LA",100
"Shelby, NC","Shelby, NC",100
"Sand Springs, OK","Sand Springs, OK",100
"Snellville, GA","Snellville, GA",100
"Albany, CA","Albany, CA",100
"Howard, WI","Howard, WI",100
"Oregon, OH","Oregon, OH",100
"Bartow, FL","Bartow, FL",100
"Miamisburg, OH","Miamisburg, OH",100
"Parma Heights, OH","Parma Heights, OH",100
"Blythe, CA","Blythe, CA",100
"Germantown, WI","Germantown, WI",100
"Glassboro, NJ","Glassboro, NJ",100
"North Ogden, UT","North Ogden, UT",100
"Lake Zurich, IL","Lake Zurich, IL",100
"West Chester, PA","West Chester, PA",100
"Fort Mill, SC","Fort Mill, SC",100
"Punta Gorda, FL","Punta Gorda, FL",100
"Shafter, CA","Shafter, CA",100
"Ferndale, MI","Ferndale, MI",100
"Port Angeles, WA","Port Angeles, WA",100
"Kinston, NC","Kinston, NC",100
"Yorkville, IL","Yorkville, IL",100
"Elmwood Park, NJ","Elmwood Park, NJ",100
"Rocky River, OH","Rocky River, OH",100
"Pittsburg, KS","Pittsburg, KS",100
"Charleston, IL","Charleston, IL",100
"Nogales, AZ","Nogales, AZ",100
"Ozark, MO","Ozark, MO",100
"Forest Lake, MN","Forest Lake, MN",100
"Painesville, OH","Painesville, OH",100
"Norwood, OH","Norwood, OH",100
"Central Falls, RI","Central Falls, RI",100
"Helena, AL","Helena, AL",100
"Brigham, UT","Brigham, UT",100
"Stillwater, MN","Stillwater, MN",100
"Plattsburgh, NY","Plattsburgh, NY",100
"Baldwin, PA","Baldwin, PA",100
"Matteson, IL","Matteson, IL",100
"Hermosa Beach, CA","Hermosa Beach, CA",100
"El Reno, OK","El Reno, OK",100
"Cumberland, MD","Cumberland, MD",100
"Bourbonnais, IL","Bourbonnais, IL",100
"South Burlington, VT","South Burlington, VT",100
"Lynbrook, NY","Lynbrook, NY",100
"Liberal, KS","Liberal, KS",100
"Montrose, CO","Montrose, CO",100
"Lake Forest, IL","Lake Forest, IL",100
"Payson, UT","Payson, UT",100
"Boone, NC","Boone, NC",100
"Angleton, TX","Angleton, TX",100
"Pinecrest, FL","Pinecrest, FL",100
"Willmar, MN","Willmar, MN",100
"West Mifflin, PA","West Mifflin, PA",100
"Monroe, MI","Monroe, MI",100
"Seymour, IN","Seymour, IN",100
"Horizon, TX","Horizon, TX",100
"Saco, ME","Saco, ME",100
"Montgomery, IL","Montgomery, IL",100
"Middleton, WI","Middleton, WI",100
"Arlington, WA","Arlington, WA",100
"Orinda, CA","Orinda, CA",100
"Merrillville, IN","Merrillville, IN",100
"Stow, OH","Stow, OH",100
"Hueytown, AL","Hueytown, AL",100
"Buena Park, CA","Buena Park, CA",100
"Citrus Heights, CA","Citrus Heights, CA",100
"Champaign, IL","Champaign, IL",100
"Reading, PA","Reading, PA",100
"Newton, MA","Newton, MA",100
"Nashua, NH","Nashua, NH",100
"Mount Pleasant, SC","Mount Pleasant, SC",100
"Kirkland, WA","Kirkland, WA",100
"Fall River, MA","Fall River, MA",100
"San Leandro, CA","San Leandro, CA",100
"Livermore, CA","Livermore, CA",100
"Bellingham, WA","Bellingham, WA",100
"Westminster, CA","Westminster, CA",100
"Suffolk, VA","Suffolk, VA",100
"Indio, CA","Indio, CA",100
"Santa Barbara, CA","Santa Barbara, CA",100
"Santa Monica, CA","Santa Monica, CA",100
"Chino, CA","Chino, CA",100
"Miami Beach, FL","Miami Beach, FL",100
"Redding, CA","Redding, CA",100
"Tracy, CA","Tracy, CA",100
"Carson, CA","Carson, CA",100
"Deltona, FL","Deltona, FL",100
"Asheville, NC","Asheville, NC",100
"Menifee, CA","Menifee, CA",100
"Lawton, OK","Lawton, OK",100
"Edmond, OK","Edmond, OK",100
"Greenville, NC","Greenville, NC",100
"Fishers, IN","Fishers, IN",100
"Carmel, IN","Carmel, IN",100
"Fort Smith, AR","Fort Smith, AR",100
"Conroe, TX","Conroe, TX",100
"Palm Coast, FL","Palm Coast, FL",100
"Largo, FL","Largo, FL",100
"Goodyear, AZ","Goodyear, AZ",100
"Kennewick, WA","Kennewick, WA",100
"Merced, CA","Merced, CA",100
"Mountain View, CA","Mountain View, CA",100
"Chino Hills, CA","Chino Hills, CA",100
"Troy, MI","Troy, MI",100
"Johns Creek, GA","Johns Creek, GA",100
"New Braunfels, TX","New Braunfels, TX",100
"Santa Fe, NM","Santa Fe, NM",100
"Alhambra, CA","Alhambra, CA",100
"Danbury, CT","Danbury, CT",100
"Mission, TX","Mission, TX",100
"Bloomington, IN","Bloomington, IN",100
"Hoover, AL","Hoover, AL",100
"Ogden, UT","Ogden, UT",100
"Clifton, NJ","Clifton, NJ",100
"Hemet, CA","Hemet, CA",100
"Newport Beach, CA","Newport Beach, CA",100
"Bryan, TX","Bryan, TX",100
"Bloomington, MN","Bloomington, MN",100
"Lake Forest, CA","Lake Forest, CA",100
"Avondale, AZ","Avondale, AZ",100
"Duluth, MN","Duluth, MN",100
"Whittier, CA","Whittier, CA",100
"Redwood, CA","Redwood, CA",100
"Fayetteville, AR","Fayetteville, AR",100
"Waukegan, IL","Waukegan, IL",100
"Hawthorne, CA","Hawthorne, CA",100
"Yakima, WA","Yakima, WA",100
"Livonia, MI","Livonia, MI",100
"Concord, NC","Concord, NC",100
"San Mateo, CA","San Mateo, CA",100
"San Angelo, TX","San Angelo, TX",100
"Tuscaloosa, AL","Tuscaloosa, AL",100
"Vista, CA","Vista, CA",100
"Davenport, IA","Davenport, IA",100
"Renton, WA","Renton, WA",100
"Las Cruces, NM","Las Cruces, NM",100
"El Cajon, CA","El Cajon, CA",100
"Allen, TX","Allen, TX",100
"Rialto, CA","Rialto, CA",100
"Burbank, CA","Burbank, CA",100
"Sparks, NV","Sparks, NV",100
"Wichita Falls, TX","Wichita Falls, TX",100
"Green Bay, WI","Green Bay, WI",100
"Norwalk, CA","Norwalk, CA",100
"Vacaville, CA","Vacaville, CA",100
"Tyler, TX","Tyler, TX",100
"League, TX","League, TX",100
"West Covina, CA","West Covina, CA",100
"Davie, FL","Davie, FL",100
"Lewisville, TX","Lewisville, TX",100
"Meridian, ID","Meridian, ID",100
"Daly, CA","Daly, CA",100
"Greeley, CO","Greeley, CO",100
"Boulder, CO","Boulder, CO",100
"Santa Maria, CA","Santa Maria, CA",100
"Waterbury, CT","Waterbury, CT",100
"Hillsboro, OR","Hillsboro, OR",100
"Sandy Springs, GA","Sandy Springs, GA",100
"Kenosha, WI","Kenosha, WI",100
"Roanoke, VA","Roanoke, VA",100
"Plantation, FL","Plantation, FL",100
"Erie, PA","Erie, PA",100
"South Gate, CA","South Gate, CA",100
"Quincy, MA","Quincy, MA",100
"Portsmouth, VA","Portsmouth, VA",100
"Roswell, GA","Roswell, GA",100
"Lynn, MA","Lynn, MA",100
"Chico, CA","Chico, CA",100
"Mission Viejo, CA","Mission Viejo, CA",100
"Hesperia, CA","Hesperia, CA",100
"New Bedford, MA","New Bedford, MA",100
"Sunrise, FL","Sunrise, FL",100
"Brockton, MA","Brockton, MA",100
"Flint, MI","Flint, MI",100
"Nampa, ID","Nampa, ID",100
"Longmont, CO","Longmont, CO",100
"Spokane Valley, WA","Spokane Valley, WA",100
"Compton, CA","Compton, CA",100
"San Marcos, CA","San Marcos, CA",100
"Sandy, UT","Sandy, UT",100
"Federal Way, WA","Federal Way, WA",100
"Albany, NY","Albany, NY",100
"Lawrence, KS","Lawrence, KS",100
"Orem, UT","Orem, UT",100
"Bend, OR","Bend, OR",100
"Yuma, AZ","Yuma, AZ",100
"Rio Rancho, NM","Rio Rancho, NM",100
"Edinburg, TX","Edinburg, TX",100
"Beaverton, OR","Beaverton, OR",100
"Boca Raton, FL","Boca Raton, FL",100
"Melbourne, FL","Melbourne, FL",100
"Sioux, IA","Sioux, IA",100
"Kenner, LA","Kenner, LA",100
"Pleasanton, CA","Pleasanton, CA",100
"Canton, OH","Canton, OH",100
"Homestead, FL","Homestead, FL",100
"Lynwood, CA","Lynwood, CA",100
"North Richland Hills, TX","North Richland Hills, TX",100
"Mansfield, TX","Mansfield, TX",100
"Weston, FL","Weston, FL",100
"Decatur, IL","Decatur, IL",100
"Woodbury, MN","Woodbury, MN",100
"Redlands, CA","Redlands, CA",100
"Maple Grove, MN","Maple Grove, MN",100
"Pawtucket, RI","Pawtucket, RI",100
"Lauderhill, FL","Lauderhill, FL",100
"Frederick, MD","Frederick, MD",100
"Lafayette, IN","Lafayette, IN",100
"Pittsburg, CA","Pittsburg, CA",100
"New Britain, CT","New Britain, CT",100
"Waukesha, WI","Waukesha, WI",100
"Jacksonville, NC","Jacksonville, NC",100
"Bismarck, ND","Bismarck, ND",100
"Framingham, MA","Framingham, MA",100
"Southfield, MI","Southfield, MI",100
"Turlock, CA","Turlock, CA",100
"Apple Valley, CA","Apple Valley, CA",100
"Schaumburg, IL","Schaumburg, IL",100
"Kissimmee, FL","Kissimmee, FL",100
"Flagstaff, AZ","Flagstaff, AZ",100
"Evanston, IL","Evanston, IL",100
"South Jordan, UT","South Jordan, UT",100
"Georgetown, TX","Georgetown, TX",100
"Passaic, NJ","Passaic, NJ",100
"Walnut Creek, CA","Walnut Creek, CA",100
"Marysville, WA","Marysville, WA",100
"Palatine, IL","Palatine, IL",100
"Johnson, TN","Johnson, TN",100
"Jackson, TN","Jackson, TN",100
"Yuba, CA","Yuba, CA",100
"Lodi, CA","Lodi, CA",100
"Ames, IA","Ames, IA",100
"Rocklin, CA","Rocklin, CA",100
"Redondo Beach, CA","Redondo Beach, CA",100
"Mount Vernon, NY","Mount Vernon, NY",100
"Rogers, AR","Rogers, AR",100
"Redmond, WA","Redmond, WA",100
"South San Francisco, CA","South San Francisco, CA",100
"Yorba Linda, CA","Yorba Linda, CA",100
"Waterloo, IA","Waterloo, IA",100
"Lake Elsinore, CA","Lake Elsinore, CA",100
"Delray Beach, FL","Delray Beach, FL",100
"Dothan, AL","Dothan, AL",100
"Rockville, MD","Rockville, MD",100
"Gaithersburg, MD","Gaithersburg, MD",100
